STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,AGG_METHOD,AGG_METHOD_LABEL,DECIMALS,DECIMALS_LABEL,DATABASE_ID,DATABASE_ID_LABEL,COMMENT_TS,UNIT_MULT,UNIT_MULT_LABEL,DATA_SOURCE,DATA_SOURCE_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,COMMENT_OBS,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,COG,"Congo, Rep.",WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,0.06,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CRI,Costa Rica,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,0.391,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CIV,Cote d'Ivoire,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,0.033,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CUB,Cuba,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,0.946,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,DJI,Djibouti,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,0.157,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,DMA,Dominica,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,0.133,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,DOM,Dominican Republic,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,0.121,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ECU,Ecuador,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,0.396,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,EGY,"Egypt, Arab Rep.",WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,0.391,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,SLV,El Salvador,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,0.187,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,GNQ,Equatorial Guinea,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,0.167,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,SWZ,Eswatini,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,0.104,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ETH,Ethiopia,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,0.009,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,FJI,Fiji,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,0.495,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,GAB,Gabon,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,0.117,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,GMB,"Gambia, The",WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,0.043,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,GHA,Ghana,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,0.047,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,GRC,Greece,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,1.3,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,GRL,Greenland,WB_WDI_SH_MED_PHYS_ZS,"Physicians (per 1,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P3PS,Per 1 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,1.169,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Physicians (per 1,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
